UserID,TweetID,TweetDate,TweetTime,Clean_Tweet,Likes,Retweets,ResultType,Topic,NegScore,NeuScore,PosScore,OverallSent,MFI,MFI_Score,ETH_Count,SOL_Count,BNB_Count,ADA_Count,AVAX_Count,DOGE_Count
1284586668,1.46394E+18,11/25/2021,55:10.0,"yea, but circa 2012 i remember dtlv folks advising me to buy bitcoin when it sat at less than 100. dont get me started on the over borrowed and soon to be hyper inflated usd. every world currency fluctuates in value, why is the idea of crypto so farfetched? besides volatility",0,0,recent,bitcoin,0,0.915,0.085,neutral,Bullish,1,0,0,0,0,0,0
4832998059,1.46394E+18,11/25/2021,55:10.0,this might actually push ftt moving. btc eth bnb sol dot avax ftm ksm movr uni aave sushi joe ohm time hec sb mana sand shib ltc matic ada,3,0,recent,bitcoin,0,1,0,neutral,Stable,0,1,1,2,1,1,0
2281314234,1.46394E+18,11/25/2021,55:11.0,inj_/btc for binance:injbtc by cronator,4,2,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,1,0,0,0
1.12002E+18,1.46394E+18,11/25/2021,55:12.0,"everyone knows is junk but when they write an article which reads ""is solana the next bitcoin?"", you know they achieved an ungodly level of writing trash.",0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,1,0,0,0,0
1.41641E+18,1.46394E+18,11/25/2021,55:13.0,"this is a good amp; promising project, their market work is very good, i hope the development of this project is getting big in the future.",0,0,recent,bitcoin,0,0.45,0.55,positive,Stable,0,1,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,55:14.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.40378E+18,1.46394E+18,11/25/2021,55:17.0,this is an excellent project with a capable and accountable development team. i am delighted to be one of the participants and to be able to contribute to the grow,0,0,recent,bitcoin,0,0.475,0.525,positive,Stable,0,0,0,0,0,0,0
1.20203E+18,1.46394E+18,11/25/2021,55:18.0,"bitcoin prices on thanksgiving over the years: 2012: 12.48 2013: 829.99 2014: 376.43 2015: 327.52 2016: 740.39 2017: 8,754.69 2018: 4,004.15 2019: 7,138.23 2020: 16,701.47 2021: 58,420.69",71,17,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,55:19.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
4707205604,1.46394E+18,11/25/2021,55:19.0,be thankful for bitcoin and smoked birds,1,0,recent,bitcoin,0,0.448,0.552,positive,Stable,0,0,0,0,0,0,0
1.38277E+18,1.46394E+18,11/25/2021,55:20.0,the cookietokenindc will be launched november 27th 5 pm utc. the contract is viewable on the dashbaord! do not buy outside of this dashboard. any other contract address is a scam! dashboard link:,3,3,recent,bitcoin,0.1298,0.8702,0,neutral,Bullish,1,0,0,0,0,0,0
8.51278E+17,1.46394E+18,11/25/2021,55:22.0,bitcoin citadels,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.26206E+18,1.46394E+18,11/25/2021,55:22.0,"bitcoin will hit 100,000 before the end of the year. the question is, will you be a part of it or not?!?",1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
8.25111E+17,1.46394E+18,11/25/2021,55:23.0,i would like to thank you all for the great calls since the beginning of this year. my crypto journey has just begun and i am sure we all have a fantastic time ahead of us in the future and maybe i can do this professionally full time one day,3,0,recent,bitcoin,0,0.5125,0.4875,neutral,Stable,0,0,0,0,0,0,0
1.33732E+18,1.46394E+18,11/25/2021,55:24.0,"during the last week, the price of bitcoin has been hovering below the 60k range and digital currency advocates are wondering which way the market is headed next. at the time of writing, the crypto economy is valued at 2.81",0,0,recent,bitcoin,0,0.838,0.162,neutral,Stable,0,1,0,0,0,0,0
37464056,1.46394E+18,11/25/2021,55:24.0,what will happen if bitcoin crashes to sub 1k? the united states will have to save all the people?,0,0,recent,bitcoin,0.2015,0.4235,0.375,neutral,Stable,0,0,0,0,0,0,0
2235329532,1.46394E+18,11/25/2021,55:25.0,bitcoin thanksgiving day data reveals peak possible within 30 days,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
4925881,1.46394E+18,11/25/2021,55:26.0,"mit, solve that irl problem and you can mine your first fiat million in one calendar year thats almost a full bitcoin you go out last night?? i went to lantern lc crayon eating thats milk glueing",0,0,recent,bitcoin,0.066,0.89,0.044,neutral,Stable,0,0,0,0,0,0,0
762759602,1.46394E+18,11/25/2021,55:26.0,"as taylor pearson salud: ""bitcoin es censorship resistance! that's why it's valuable.",0,0,recent,bitcoin,0,0.5,0.5,neutral,Stable,0,0,0,0,0,0,0
1.3251E+18,1.46394E+18,11/25/2021,55:27.0,"well. you're not paying attention. watch his interview with michael che on snl, where he was questioned on bitcoin. he thinks it's the future",0,0,recent,bitcoin,0.1457,0.6042,0.25,neutral,Stable,0,0,0,0,0,0,0
74865390,1.46394E+18,11/25/2021,55:28.0,you lost money in bitcoin if you bought in 2017 thanksgiving and sold in 2019 thanksgiving. so negative returns for two years. if you bough in april 2021 its possible you will have negative returns till april 2023. but in long term bitcoin is winner. believe in s2f/s2fx model.,0,0,recent,bitcoin,0.251,0.6977,0.0512,neutral,Stable,0,0,0,0,0,0,0
1.45264E+18,1.46394E+18,11/25/2021,55:29.0,experience sheer pleasure with,1,1,recent,bitcoin,0,0.351,0.649,positive,Stable,0,0,0,1,0,0,0
61728905,1.46394E+18,11/25/2021,55:31.0,most bitcoin companies hire women for marketing positions because the average bitcoiner is a simp. thats my chad talk,2,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
138594868,1.46394E+18,11/25/2021,55:32.0,this is an excellent bitcoin process visual.,1,0,recent,bitcoin,0,0.448,0.552,positive,Stable,0,0,0,0,0,0,0
69946964,1.46394E+18,11/25/2021,55:32.0,bless me with ethereum or bitcoin for post bday gifts and thanksgiving love.,1,1,recent,bitcoin,0,0.336,0.664,positive,Stable,0,1,0,0,0,0,0
9.64116E+17,1.46394E+18,11/25/2021,55:32.0,"the project is great and this projector has a strong team, so hopefully the project will be better in the future and the cryptocurrency will be the best.",2,0,recent,bitcoin,0,0.268,0.732,positive,Stable,0,0,0,0,0,0,0
1.3856E+18,1.46394E+18,11/25/2021,55:35.0,"this project is really good, very enthusiastic team, great community, i hope the project thrives, i love this project.",0,0,recent,bitcoin,0,0.281,0.719,positive,Stable,0,0,0,0,0,0,0
1.41414E+18,1.46394E+18,11/25/2021,55:39.0,"hopefully this project is a success and then it becomes one of the best cryptos, i am enthusiastic about participating in this and also supporting it.",0,0,recent,bitcoin,0,0.267,0.733,positive,Stable,0,0,0,0,0,0,0
1.40965E+18,1.46394E+18,11/25/2021,55:39.0,is the future : 100 co2 negative blockchain handle nfts transactions poe dpoe consensus mechanisms baas and eaas trm,0,0,recent,bitcoin,0.209,0.791,0,neutral,Stable,0,1,2,1,1,0,0
9.28974E+17,1.46394E+18,11/25/2021,55:40.0,this project is so big and the team of this project are very strong.many respects to the team members,0,0,recent,bitcoin,0,0.693,0.307,neutral,Stable,0,1,0,0,0,0,0
361652954,1.46394E+18,11/25/2021,55:40.0,"what some miss if i was only stuck on bitcoin , we wouldnt be the diverse and metaverse",2,0,recent,bitcoin,0.242,0.758,0,neutral,Stable,0,0,0,0,0,0,0
7.65542E+17,1.46394E+18,11/25/2021,55:40.0,we're not el salvador but possibly in few years indian govt will be spending millions of dollars worth of bitcoin for technology transfer.. sigh,0,0,recent,bitcoin,0,0.8,0.2,neutral,Stable,0,0,0,0,0,0,0
1.44682E+18,1.46394E+18,11/25/2021,55:40.0,"starting with 10k, down to 5k, back up to 80k, lot of thanks to this chat room...... ada btc eth etc sol tribe omg ankr amp hood didi gme bpth qnt ach doge ltc xrp oxt nakd matic avax amc spy",0,0,recent,bitcoin,0,0.917,0.083,neutral,Stable,0,1,1,0,1,1,1
1.31557E+18,1.46394E+18,11/25/2021,55:40.0,someone has just withdrawn bitcoin worth 377m off an exchange,3,3,recent,bitcoin,0,0.725,0.275,neutral,Stable,0,0,0,0,0,0,0
3528008362,1.46394E+18,11/25/2021,55:40.0,cryptocurrency predictions for 2022: 1 ethereum may overtake bitcoin 2 cryptos will become more accepted as a payment source 3 more countries will adopt crypto as legal currency 4 central banks will issue their own digital currencies bitcoin,0,1,recent,bitcoin,0,0.791,0.209,neutral,Stable,0,1,0,0,0,0,0
8.36638E+17,1.46394E+18,11/25/2021,55:41.0,you never said what they bought or what the garbage was. bitcoin?,0,0,recent,bitcoin,0,1,0,neutral,Bullish,1,0,0,0,0,0,0
1.4621E+18,1.46394E+18,11/25/2021,55:41.0,securedship ship,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
3265288466,1.46394E+18,11/25/2021,55:41.0,we need more honest amp; unbiased bitcoin vs eth discussions. education is the key for new comers.,0,0,recent,bitcoin,0.0585,0.766,0.1755,neutral,Stable,0,1,0,0,0,0,0
1.46366E+18,1.46394E+18,11/25/2021,55:41.0,use my referral link to sign up for and we both get 25 usd cro,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,2,0,1,0,0,0
429495583,1.46394E+18,11/25/2021,55:46.0,bitcoin needs a push! buy the dip!,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.32527E+18,1.46394E+18,11/25/2021,55:47.0,...to very real power and very real people and groups in this world. the internet laser kids will not take real world power from anyone and will be crushed like a bug when the powers that be figure out the easiest way to do it.,0,0,recent,bitcoin,0.042,0.816,0.142,neutral,Stable,0,0,0,0,0,0,0
8.45711E+17,1.46394E+18,11/25/2021,55:48.0,bitcoin.,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,55:50.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.36021E+18,1.46394E+18,11/25/2021,55:50.0,"there's only 11.8 million ethereum coins after december 1, 2021 coin burning update according to at 65,000 bitcoin has 21 million only. eth 4,700 to ______ ???",0,0,recent,bitcoin,0,1,0,neutral,Bullish,1,2,0,0,0,0,0
1.3895E+18,1.46394E+18,11/25/2021,55:51.0,that's a really fantastic amp; amazing project. i am very happy to become a part of this event.,0,0,recent,bitcoin,0,0.361,0.639,positive,Stable,0,1,0,0,0,0,0
1.0948E+18,1.46394E+18,11/25/2021,55:53.0,"but as a company that bows down to a criminal govt's regulations, lvl will be forced to censer transactions as regulators attempt to weaponize bitcoin against the very ppl that use it and need it the most. this is the key reason i would never use a regulated service.",1,0,recent,bitcoin,0.0925,0.9075,0,neutral,Stable,0,0,0,0,0,0,0
1.26105E+18,1.46394E+18,11/25/2021,55:55.0,happy thanksgiving day to you wishing you to be blessed with all the goods of the world and enjoy the day with love and gratitude in your,0,0,recent,bitcoin,0,0.149,0.851,positive,Stable,0,0,0,1,0,0,0
2173714169,1.46394E+18,11/25/2021,55:58.0,here's about 2011 craig when he had just learned about bitcoin.,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
3438036358,1.46394E+18,11/25/2021,56:01.0,[1d] bitcoin market is weakly trending down current momentum suggests the market is neutral. visit: for more!,1,0,recent,bitcoin,0.1185,0.8815,0,neutral,Stable,0,0,0,0,0,0,0
1.41297E+18,1.46394E+18,11/25/2021,56:02.0,thats exactly what shib is suppose to do. bring people in. its doing a better job than bitcoin. hex is a level past that. it comes later. after you realize the limitations of earning interest on those assets. thats when hex becomes very sexy indeed.,1,0,recent,bitcoin,0.0324,0.7364,0.2311,neutral,Stable,0,0,0,0,0,0,0
8.99537E+17,1.46394E+18,11/25/2021,56:06.0,who can loan me 300k to pay back in 2 months on agreed interest?,1,1,recent,bitcoin,0.133,0.381,0.486,positive,Stable,0,0,0,0,0,0,0
617853906,1.46394E+18,11/25/2021,56:06.0,on orders over 99 at,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,2
2900508655,1.46394E+18,11/25/2021,56:07.0,does the dude who tweeted that bitcoin bs not realise that we own the clothes we wear or the food we buy? nft/crypto bros are so emptyheaded it makes the emptiness of space look packed to the rafters.,0,0,recent,bitcoin,0.133,0.867,0,neutral,Bullish,1,0,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,56:12.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.35874E+18,1.46394E+18,11/25/2021,56:14.0,"what an artwork amazing, i am sure cz gonna like it",1,0,recent,bitcoin,0,0.317,0.683,positive,Stable,0,0,0,1,0,0,0
1.32099E+18,1.46394E+18,11/25/2021,56:15.0,alpha team was killin the gains today join the team with click here,3,0,recent,bitcoin,0,0.517,0.483,neutral,Bullish,1,1,1,1,0,1,0
1.42958E+18,1.46394E+18,11/25/2021,56:15.0,"bruh, for real. dxy is overbought, btc appears to be bottomed, and crv has been strong. imagine when the dollar goes back within its lower bound and bitcoin recommences its uptrend. crv",3,0,recent,bitcoin,0.0473,0.864,0.0887,neutral,Bearish,-1,0,0,0,0,0,0
249469940,1.46394E+18,11/25/2021,56:16.0,blocking countries becomes a greater incentive to adopt bitcoin,3,0,recent,bitcoin,0.204,0.211,0.585,positive,Stable,0,0,0,0,0,0,0
8.20282E+17,1.46394E+18,11/25/2021,56:18.0,"happy thanksgiving! tell your family what they need to hear about bitcoin. if not today, they'll thank you later.",25,1,recent,bitcoin,0,0.5523,0.4477,neutral,Stable,0,0,0,0,0,0,0
1310617843,1.46394E+18,11/25/2021,56:18.0,"its happening! the fad, the criminals coin and now? ""figures from blockchain insight firm blockdata show that the bitcoin network processed an estimated average of 489 billion per quarter in 2021, compared to paypals average of 302 billion per quarter"". just saying..",0,0,recent,bitcoin,0.135,0.7897,0.0755,neutral,Stable,0,0,0,0,0,0,0
1.43773E+18,1.46394E+18,11/25/2021,56:18.0,good and superduper project . thanks for giving us such a great opportunity. i am supporting it. always success for the development team to the moon.,0,0,recent,bitcoin,0,0.255,0.745,positive,Bullish,1,0,0,0,0,0,0
7.77256E+17,1.46394E+18,11/25/2021,56:20.0,"race to the bottom architectures inevitably lead to the centralization of power/control. incentives are a great way to kick start a system and continue it for a long time, but i am interested to see what path the ""accepted"" bitcoin codebase becomes in the future.",0,0,recent,bitcoin,0,0.7665,0.2335,neutral,Stable,0,0,0,0,0,0,0
1.42942E+18,1.46394E+18,11/25/2021,56:20.0,"best project ever, i am very happy to be participating in this project. i hope this project will gain more popularity in the future.",0,0,recent,bitcoin,0,0.2555,0.7445,positive,Bullish,1,0,0,0,0,0,0
1.33388E+18,1.46394E+18,11/25/2021,56:20.0,happy thanksgiving!,0,0,recent,bitcoin,0,0.213,0.787,positive,Stable,0,0,0,0,0,0,0
1.4584E+18,1.46394E+18,11/25/2021,56:26.0,china joe build beijing amp; bombay back better kylerittenhouse,0,0,recent,bitcoin,0,0.792,0.208,neutral,Stable,0,1,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,56:27.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.33381E+18,1.46394E+18,11/25/2021,56:28.0,happy high thursday with prepackaged packs of flowers 114g each. free shipping with one pack of edibles offered for all orders. 10 discount if payment is done via bitcoin,1,0,recent,bitcoin,0,0.7547,0.2453,neutral,Bullish,1,0,0,0,0,0,0
144520286,1.46394E+18,11/25/2021,56:29.0,have you still got your bitcoin,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,56:29.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,56:31.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
1.28556E+18,1.46394E+18,11/25/2021,56:31.0,roughly 15 of the worlds population is impacted by hyperinflation or early stages of it. bitcoin,3,1,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
2235329532,1.46394E+18,11/25/2021,56:31.0,"bitcoin thanksgiving gift, why btc heads for fresh rally",0,0,recent,bitcoin,0,0.49,0.51,positive,Stable,0,0,0,0,0,0,0
1.46382E+18,1.46394E+18,11/25/2021,56:31.0,big finance officially enters the,0,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,56:32.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
459138400,1.46394E+18,11/25/2021,56:32.0,"if you'd buy a bitcoin clone at zero, why not just create your own bitcoin clone now? it wouldn't cost you anything.",1,0,recent,bitcoin,0,0.8705,0.1295,neutral,Bullish,1,0,0,0,0,0,0
1.43752E+18,1.46394E+18,11/25/2021,56:35.0,thank for good project. good luck!,1,1,recent,bitcoin,0,0.078,0.922,positive,Stable,0,0,0,0,0,0,0
1.24016E+18,1.46394E+18,11/25/2021,56:36.0,"for all those who are new to this working from home bitcoin trading options here's a little tip: get a trusted bitcoin expert and stick to him invest and play at similar times each day. because : in times of chaos, your investment is your anchor to success",0,0,recent,bitcoin,0.178,0.5205,0.3015,neutral,Stable,0,0,0,0,0,0,0
7.74196E+17,1.46394E+18,11/25/2021,56:37.0,bank of england's chief says el salvadors decision to adopt bitcoin as its currency is a concern because consumers probably will be caught out by its volatility,6,4,recent,bitcoin,0,0.892,0.108,neutral,Stable,0,0,0,0,0,0,0
1.38642E+18,1.46394E+18,11/25/2021,56:37.0,they are ready to enter bitcoin,0,0,recent,bitcoin,0,0.444,0.556,positive,Stable,0,0,0,0,0,0,0
709747338,1.46394E+18,11/25/2021,56:42.0,btc bitcoin 6hr candles,2,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
20703471,1.46394E+18,11/25/2021,56:43.0,gobble gobble!,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.07112E+18,1.46394E+18,11/25/2021,56:45.0,lol my like is a turkey noiceeeeee,0,1,recent,bitcoin,0,0.274,0.726,positive,Stable,0,1,0,0,1,0,0
1.23852E+18,1.46394E+18,11/25/2021,56:46.0,"bitcoins price trading below 60,000 for over a week now has allowed some whales to accumulate more portions of the asset. onchain data suggests that longterm holders and whales have bought 0.29 of the total supply in just a week.",0,0,recent,bitcoin,0,0.8225,0.1775,neutral,Bullish,1,0,0,0,0,0,0
2909158166,1.46394E+18,11/25/2021,56:47.0,are we still in a bull market? the answer is the bitcoin news via btcnews for ios,0,0,recent,bitcoin,0,1,0,neutral,Bullish,1,0,0,0,0,0,0
1.32858E+18,1.46394E+18,11/25/2021,56:48.0,"1200 stimulus was worth: .16861511 btc 1200 is now worth: .02030616 btc 1200 is now worth 14,830,895 or 87.96 less satoshis.",0,0,recent,bitcoin,0,0.678,0.322,neutral,Stable,0,0,0,0,0,0,0
812241470,1.46394E+18,11/25/2021,56:48.0,happy day ct.,1,0,recent,bitcoin,0,0.351,0.649,positive,Stable,0,0,0,0,0,0,0
408126877,1.46394E+18,11/25/2021,56:49.0,6gpu mining frame rig case 5 fan aluminum stackable open air veddha miner case,0,0,recent,bitcoin,0.101,0.743,0.155,neutral,Stable,0,1,0,0,0,0,1
1.39275E+18,1.46394E+18,11/25/2021,56:53.0,tsametaplay presents limited edition punkpenguin christmas nft collections to celebrate the holiday! presale: 0.35 bnb can be staked join:,0,0,recent,bitcoin,0.062,0.5515,0.3865,neutral,Stable,0,0,0,1,0,0,0
1.44098E+18,1.46394E+18,11/25/2021,56:53.0,nice project working here is very nice i want it to go far,1,0,recent,bitcoin,0,0.367,0.633,positive,Stable,0,0,0,0,0,0,0
1.38773E+18,1.46394E+18,11/25/2021,56:54.0,this is absolutely spot on!,1,0,recent,bitcoin,0,1,0,neutral,Stable,0,0,0,0,0,0,0
1.45887E+18,1.46394E+18,11/25/2021,56:55.0,this is an airdrop you have join to earn free dollars in your bsc wallet.,0,0,recent,bitcoin,0,0.476,0.524,positive,Stable,0,1,0,1,0,0,0
1.38015E+18,1.46394E+18,11/25/2021,56:59.0,"the project is great and this projector has a strong team, so hopefully the project will be better in the future and the cryptocurrency will be the best.",0,0,recent,bitcoin,0,0.268,0.732,positive,Stable,0,0,0,0,0,0,0
